varas,1019,15ª VARA DA FAZENDA PÚBLICA
varas,495,15ª VARA DO JEC
varas,42,15ª VC
varas,217,14º JESF
varas,97,15ª VF
varas,483,15ª JEF
varas,895,15ª VSJE DO CONSUMIDOR (UNIVERSO MATUTINO)
varas,23,15º JEC
varas,516,16ª VARA DO JEC
varas,181,15ª VT
varas,182,16ª VT
varas,98,16ª VF
varas,18,10º JEC
varas,1135,16º JEF
varas,1230,16º Promotor de Justiça
varas,144,17ª PROMOTORIA DE JUSTIÇA
varas,99,17ª VF
varas,24,16º JEC
varas,96,14ª VF
varas,183,17ª VT
varas,43,16ª VC
varas,44,17ª VC
varas,25,17º JEC
varas,682,18 VARA EXECUÇÃO FISCAL
varas,200,18ª DELEGACIA SECCIONAL DE POLÍCIA
varas,1029,18ª PROMOTORIA DE JUSTIÇA E DEFESA DO CONSUMIDOR
varas,100,18ª VF
varas,45,18ª VC
varas,1184,17º Câmara Cível
varas,184,18ª VT
varas,26,18º JEC
varas,1231,19ª Vara Cível Federal
varas,1086,19ª Vara de Execuções Fiscais
varas,46,19ª VC
varas,185,19ª VT
varas,27,19º JEC
varas,1216,1a Vara Federal de Jales
varas,1217,1a Vara Federal do Foro de Sao Jose dos Campos
varas,1215,1ª JEF DO FORO DE AMERICANA
varas,1201,1ª JUIZADO ESPECIAL CIVEL DO FORO DA COMARCA DE PAULISTA/PE
varas,1168,1ª T. RECURSAL CÍVEL
varas,1212,1ª UJ - 1ªJD
varas,861,1ª UJ - 2º JD CÍVEL
varas,1218,1ª VARA CÍVEL DO FORO DE CAÇAPAVA
varas,989,1ª VARA DA FAZENDA E REGIMENTOS PÚBLICOS
varas,1008,1ª VARA DA INFANCIA E JUVENTUDE
varas,1148,1ª vara das execuções fiscais federais
varas,472,1ª VARA DE EXECUÇÃO FISCAL ESTADUAL E TRIBUTÁRIA DA COMARCA DE NATAL
varas,950,1ª Vara de Execuções de Títulos Extrajudiciais 
varas,676,1ª VARA DE EXECUTIVO FISCAL DE JOAO PESSOA
varas,1172,1ª Vara de Falências e Recuperações Judiciais
varas,631,1ª VARA DO FÓRUM DE MARANGUAPE
varas,101,19ª VF
varas,1078,1ª VARA DO JUIZADO ESPECIAL CÍVEL - CENTRO
varas,1104,1ª Vara do Juizado Especial Cível Central
varas,1105,1ª Vara do Juizado Especial Cível Central - Extensão FAMA
varas,1097,1ª Vara do Juizado Especial Cível Norte
varas,1091,1ª Vara do Juizado Especial Cível Sul
varas,1219,1ª VARA DO JUIZADO ESPECIAL DO FORO REGIONAL DE VILA PRUDENTE
varas,637,1ª VARA DO SISTEMA DOS JUIZADOS
varas,666,1ª VARA DO SISTEMA DOS JUIZADOS - PAULO AFONSO
varas,491,1ª VARA DOS EXECUTIVOS FISCAIS MUNICIPAIS
varas,401,1ª VARA DOS FEITOS RELATIVOS ÀS RELAÇÕES DE CONSUMO, CÍVEIS E COMERCIAIS
varas,647,1ª VARA DOS SISTEMAS DO JUIZADO
varas,678,1ª VARA EXEC FISCAIS
varas,358,1ª VARA REGIONAL DE MANGABEIRA
varas,620,1ª VT
varas,403,1° JEC - ZONA NORTE
varas,442,1° JEC CENTRAL
varas,297,1° JECC
varas,311,1° JECC GOIANA
varas,331,1° JECC MACEIÓ
varas,376,1° JECC UNIVERSO - MATUTINO
varas,423,1° JUIZADO ESPECIAL DA FAZENDA PÚBLICA DA CAPITAL
varas,856,1° VARA DE PRECATÓRIAS
varas,283,1º JEC - ZONA SUL
varas,450,1º JEC DE DEFESA DO CONSUMIDOR - NAJ - VESPERTINO
varas,1186,18º CÂMARA CÍVEL
varas,888,17ª VSJE DO CONSUMIDOR (UNIVERSO MATUTINO)
varas,503,1ª VARA DO JEC
varas,1254,1º JESP CÍVEL
varas,444,1º JUIZADO CÍVEL DE DEFESA DO CONSUMIDOR - UNIVERSO - MATUTINO
varas,850,1º JUIZADO ESPECIAL CÍVEL E CRIMINAL
varas,953,1º JUIZADO ESPECIAL DA FAZENDA PÚBLICA
varas,92,10ª VF
varas,452,1º JEC UNIVERSO - VESPERTINO
varas,398,1º VARA
varas,984,1º JUIZADO ESPECIAL CRIMINAL
varas,433,1º NAJ- VESPERTINO
varas,723,1ºJECCRIM DA CAPITAL
varas,427,1º VARA MISTA
varas,282,1ºJEC - ZONA SUL
varas,325,2 JEC -BROTAS - SALVADOR
varas,731,2 CAMARA CIVEL
varas,469,2 JEC BROTAS MATUTINO
varas,739,2 UJ - 4º JD CÍVEL 
varas,407,1º VARA FEDERAL
varas,461,2 JEC BROTAS VESPERTINO
varas,378,2 JEC SALVADOR
varas,745,2 UJ - 5 JD CIVEL
varas,627,2 VARA DO SISTEMA DE JUIZADOS
varas,657,2 VARA DO SISTEMA DOS JUIZADOS - ITABUNA
varas,47,20ª VC
varas,455,2 VARA 
varas,186,20ª VT
varas,632,2 VARA BROTAS
varas,102,20ª VF
varas,28,20º JEC
varas,323,2 VARA DE QUIXEMBO
varas,1194,20ºCâmara de Direito Privado
varas,103,21ª VF
varas,48,21ª VC
varas,187,21ª VT
varas,374,21º JEF
varas,237,2 VARA QUIXERAMOBIM 
varas,274,2 JEC DE ARAPIRACA
varas,29,21º JEC
varas,1192,22ª DELEGACIA DE POLÍCIA 
varas,49,22ª VC
varas,104,22ª VF
varas,30,22º JEC
varas,671,23 VARA DOS FEITOS DE REL DE CONS CIV E COMERCIAIS
varas,105,23ª VF
varas,189,23ª VT
varas,188,22ª VT
varas,31,23º JEC
varas,50,23ª VC
varas,1002,23° COORPIN
varas,190,24ª VT
varas,51,24ª VC
varas,32,24º JEC
varas,906,24ª CÂMARA CÍVEL
varas,1238,24º Ofício de Notas
varas,52,25ª VC
varas,106,24ª VF
varas,727,25ª VARA DOS FEITOS DE REL DE CONS CIV E COMERCIAIS - SALVADOR
varas,107,25ª VF
varas,191,25ª VT
varas,605,25 VARA DAS RELAÇOES DE CONSUMO
